74464	8.724349	0.848494	1
67336	6.968449	1.638629	1
8573	5.686705	1.279106	2
44463	4.747848	0.719861	1
42140	10.627160	0.327184	3
39068	12.226593	0.062950	3
68817	9.288832	0.766712	1
68430	7.056734	1.547214	1
53916	4.953931	0.127929	1
10495	2.605797	0.871495	2
66616	8.491957	1.293838	1
10918	3.857658	0.282032	2
3908	0.528820	1.553667	2
13261	0.000000	0.205355	2
7523	8.210876	1.366903	2
9358	3.870181	0.993631	2
34806	2.411539	0.965981	1
75549	15.428002	1.355230	1
20419	12.074714	0.574395	3
4683	5.850752	0.119558	2
31216	8.684823	0.304225	3
40717	10.042892	0.409691	3
35213	12.295747	1.224857	3
77294	10.586917	0.003480	1
17358	3.992016	0.862914	2
4939	0.000000	1.251533	2
69599	8.019192	0.972877	1
30066	9.331905	1.492731	3
54901	13.751024	0.766553	3
9335	2.722007	0.789260	2
25554	9.731609	0.180853	3
26300	12.793271	1.495121	3
28864	9.133728	0.442368	3
35661	10.025354	1.333467	3
9771	3.062826	0.616386	2
44494	4.857377	1.596157	1
27892	2.276418	0.390351	1
29573	1.815295	1.364832	1
16568	2.603615	0.537218	2
9337	3.305567	1.237112	2
28403	2.161669	1.302732	1
11482	3.221461	0.724791	2
15434	8.100739	0.372365	2
68765	12.054123	0.435935	1
38290	1.923863	0.977075	1
13358	9.556336	0.446830	2
26671	7.430996	1.352028	3
28419	9.352310	0.231316	3
13188	4.047364	1.645319	2
27838	0.137653	1.199248	1
81164	15.720021	1.642444	1
41923	9.719652	1.215244	3
79899	16.286496	1.270750	1
10786	7.683885	1.115408	2
28764	10.646392	0.717075	3
25415	12.607770	0.622185	3
75704	15.848894	0.754174	1
73507	13.043919	0.657531	1
75818	10.361811	0.470313	1
68640	11.530840	1.028432	1
71370	10.047507	1.285291	1
43673	9.536248	1.651057	3
7232	2.017264	0.345272	2
32526	5.157200	0.020120	3
32055	0.000000	0.270865	1
10998	0.073917	0.577232	2
35229	6.858459	0.417812	3
34143	4.972492	1.420139	1
14814	9.014911	1.182947	2
77883	15.441790	1.397073	1
63167	5.607745	0.993536	1
44852	3.505011	0.446708	1
35999	10.123341	0.967591	3
41781	5.044546	0.161834	1
16271	0.387924	0.216993	2
44995	10.385410	1.174897	3
9685	0.731507	0.416480	2
12886	6.687290	0.149407	2
76313	11.607111	0.849344	1
3744	5.519804	1.062630	2
9637	0.271944	1.374485	2
15295	4.046231	1.300860	2
0	1.084123	1.696144	2
21714	9.615263	1.311837	3
47972	3.624810	1.159069	1
53291	4.036745	1.062744	1
30150	10.420166	0.447549	3
18255	1.301555	0.784557	2
31446	9.487686	0.837712	3
33057	1.546352	0.114637	1
13696	7.938290	1.603048	2
39252	10.025536	0.615166	3
10486	6.036113	0.091805	2
6109	2.205488	0.375248	2
7630	3.397760	0.833870	2
10125	2.576011	1.425189	2
7373	0.828135	1.148097	2
27664	8.699348	0.783458	3
9108	4.604954	1.064653	2
25322	8.798569	0.485624	3
68338	14.199488	0.127473	1
88715	18.287426	1.666627	1
23346	7.911439	0.728173	3
25205	3.710537	0.509722	1
37742	11.225160	1.356832	3
50293	10.114276	0.073437	3
12168	0.000000	0.788112	2
15400	1.862669	1.283705	2
11481	4.077828	0.930138	2
52065	4.377371	0.812789	1
30049	1.796961	0.790254	1
18099	11.314833	1.054717	3
6286	0.000000	0.425592	2
28692	8.941024	0.939616	3
26683	5.564031	0.306668	1
63152	10.924806	1.287492	1
62100	12.742778	1.010645	1
38132	10.729917	0.012119	3
36910	11.667246	0.983709	3
9149	5.055676	0.515240	2
15534	0.000000	0.855199	2
44103	12.568128	1.572046	3
66206	12.298560	0.986234	1
2454	7.095687	1.655920	2
70015	9.566601	0.545470	1
5676	2.355118	0.447468	2
71805	12.418345	0.738602	1
80860	13.283559	1.456922	1
24065	1.908910	1.383008	1
50518	3.824389	0.990977	1
7515	0.158628	1.202768	2
20134	12.105256	0.011026	3
22211	2.019249	0.639414	1
31005	13.809015	1.466466	3
8053	6.581632	1.412324	2
34425	3.470637	0.919834	1
37048	11.439931	0.889275	3
50619	7.950105	1.313900	3
